customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST00702,Male,0,No,No,49,Yes,Yes,No,No,No,No,Yes,No,No internet service,One year,No,Electronic check,31.1,1477.74,No
CUST00703,Female,0,No,Yes,39,No,Yes,No,No,No,Yes,No,No,No,One year,Yes,Mailed check,54.37,2173.2,No
CUST00704,Male,0,Yes,Yes,38,Yes,No phone service,No,No,Yes,Yes,Yes,No internet service,Yes,Month-to-month,No,Credit card (automatic),79.39,2902.7,No
CUST00705,Male,0,Yes,Yes,22,No,No phone service,Fiber optic,No,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,38.81,927.28,No
CUST00706,Female,0,Yes,No,51,No,No phone service,DSL,No internet service,Yes,Yes,No,Yes,No internet service,One year,Yes,Mailed check,108.8,5505.57,No
CUST00707,Female,0,No,Yes,46,No,No,No,No,No internet service,No,Yes,No,Yes,Two year,No,Mailed check,100.84,4583.95,No
CUST00708,Female,0,Yes,No,62,No,No phone service,DSL,No,No internet service,No internet service,Yes,No,Yes,Two year,Yes,Electronic check,72.05,4484.91,No
CUST00709,Female,1,Yes,No,68,No,No phone service,DSL,Yes,No,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),92.42,6265.9,Yes
CUST00710,Male,0,No,Yes,42,Yes,No phone service,DSL,No internet service,Yes,No,No,No internet service,Yes,One year,No,Credit card (automatic),56.63,2467.43,No
CUST00711,Female,0,Yes,Yes,47,No,Yes,No,Yes,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),23.68,1181.11,No
CUST00712,Male,0,Yes,No,33,No,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),110.43,3618.65,No
CUST00713,Female,0,No,Yes,39,No,No,DSL,Yes,Yes,No internet service,No,No internet service,Yes,One year,No,Credit card (automatic),32.78,1330.54,No
CUST00714,Female,0,Yes,No,60,No,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,114.79,6860.14,Yes
CUST00715,Female,0,No,Yes,49,No,No,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Mailed check,77.19,3754.61,No
CUST00716,Male,0,No,No,66,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,50.56,3372.67,No
CUST00717,Female,0,No,No,61,Yes,No phone service,DSL,Yes,No internet service,No,Yes,No,Yes,One year,Yes,Electronic check,69.55,4315.34,No
CUST00718,Female,0,No,No,57,No,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,70.16,3977.07,No
CUST00719,Female,0,No,No,32,Yes,No,DSL,Yes,No,No internet service,Yes,Yes,Yes,Two year,No,Electronic check,22.33,696.31,No
CUST00720,Female,1,Yes,Yes,15,Yes,Yes,No,No internet service,No,No internet service,Yes,No,No,Two year,Yes,Credit card (automatic),55.55,848.31,No
CUST00721,Male,0,Yes,Yes,47,No,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,No,No internet service,One year,Yes,Mailed check,93.99,4372.83,No
CUST00722,Female,0,No,No,9,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,No,Mailed check,71.01,717.36,Yes
CUST00723,Male,1,No,No,37,No,No phone service,DSL,No internet service,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),44.42,1598.36,No
CUST00724,Male,0,Yes,Yes,18,Yes,No phone service,No,No internet service,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),53.51,931.52,No
CUST00725,Male,0,No,Yes,35,Yes,No,No,No,No,No internet service,No,No internet service,No internet service,Two year,Yes,Mailed check,106.31,3809.21,No
CUST00726,Male,0,No,Yes,58,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,No,One year,No,Electronic check,72.55,4218.63,No
CUST00727,Male,0,No,Yes,62,No,No phone service,No,No,Yes,Yes,No internet service,Yes,No,One year,Yes,Credit card (automatic),72.84,4613.26,No
CUST00728,Male,1,Yes,Yes,45,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),116.15,5215.79,Yes
CUST00729,Female,0,Yes,Yes,2,Yes,No phone service,Fiber optic,Yes,No,No internet service,Yes,No,Yes,One year,Yes,Credit card (automatic),52.09,230.16,No
CUST00730,Male,1,No,No,64,No,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,Yes,Two year,No,Electronic check,67.95,4379.58,No
CUST00731,Male,0,No,Yes,7,No,No phone service,No,No,No internet service,Yes,Yes,No internet service,Yes,One year,Yes,Bank transfer (automatic),101.17,670.57,Yes
CUST00732,Male,0,Yes,Yes,50,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,Electronic check,95.89,4756.11,No
CUST00733,Female,0,Yes,No,5,No,No,Fiber optic,No internet service,No,No internet service,Yes,Yes,Yes,Two year,No,Credit card (automatic),46.58,160.04,No
CUST00734,Female,0,No,Yes,38,Yes,Yes,DSL,Yes,Yes,No internet service,No,No,No internet service,One year,No,Bank transfer (automatic),35.11,1266.79,No
CUST00735,Male,0,No,Yes,59,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,Yes,Two year,No,Electronic check,90.07,5281.15,No
CUST00736,Female,1,Yes,Yes,27,No,No phone service,Fiber optic,No,Yes,No internet service,No internet service,No,No,Two year,Yes,Credit card (automatic),45.77,1186.21,No
CUST00737,Male,0,Yes,Yes,53,No,No,DSL,No internet service,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,112.27,5821.41,Yes
CUST00738,Male,1,Yes,Yes,36,No,No phone service,DSL,No internet service,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,32.92,1227.2,No
CUST00739,Female,0,No,No,8,Yes,No,No,Yes,No internet service,No internet service,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),51.83,453.41,Yes
CUST00740,Male,1,Yes,Yes,55,No,Yes,Fiber optic,No,No internet service,Yes,Yes,No internet service,No internet service,One year,Yes,Bank transfer (automatic),25.48,1416.82,No
CUST00741,Female,0,No,No,58,Yes,Yes,No,No internet service,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),90.33,5182.39,Yes
CUST00742,Female,0,Yes,No,1,No,No phone service,No,Yes,No internet service,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,109.13,191.47,Yes
CUST00743,Male,1,Yes,Yes,60,Yes,No phone service,DSL,No internet service,No internet service,No internet service,Yes,No internet service,Yes,One year,No,Electronic check,83.59,5006.49,No
CUST00744,Male,0,Yes,No,57,No,No phone service,No,No,No internet service,No,Yes,No internet service,No,One year,No,Electronic check,113.78,6443.8,No
CUST00745,Female,0,Yes,Yes,59,Yes,No,Fiber optic,No internet service,No,No,No internet service,No,No internet service,One year,Yes,Bank transfer (automatic),32.85,1949.78,No
CUST00746,Male,0,No,No,39,No,No phone service,DSL,No internet service,No,No internet service,No,No,No,One year,No,Electronic check,28.77,1130.79,No
CUST00747,Male,0,No,No,35,Yes,No phone service,Fiber optic,Yes,No,No internet service,No internet service,No,No internet service,Two year,Yes,Credit card (automatic),103.84,3509.26,No
CUST00748,Male,1,Yes,Yes,36,No,Yes,Fiber optic,No internet service,Yes,No internet service,No,Yes,No,Two year,Yes,Credit card (automatic),105.55,3798.25,No
CUST00749,Female,0,No,Yes,17,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),103.1,1758.73,Yes
CUST00750,Female,0,Yes,Yes,62,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Credit card (automatic),99.9,6174.86,No
CUST00751,Male,0,Yes,Yes,21,No,No phone service,DSL,No internet service,Yes,Yes,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),56.22,1114.55,No
CUST00752,Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,No,No internet service,Two year,Yes,Electronic check,41.75,352.9,No
CUST00753,Female,0,Yes,No,57,Yes,No phone service,DSL,No,No internet service,No internet service,Yes,No,No internet service,One year,Yes,Electronic check,112.88,6459.86,No
CUST00754,Female,0,No,No,56,No,Yes,No,No internet service,No internet service,Yes,Yes,Yes,No,Two year,Yes,Electronic check,50.7,2877.28,No
CUST00755,Female,0,Yes,No,3,Yes,No,Fiber optic,Yes,Yes,No,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,59.84,157.12,Yes
CUST00756,Female,0,Yes,No,6,No,Yes,DSL,No,Yes,Yes,Yes,No internet service,No internet service,Two year,No,Bank transfer (automatic),89.96,558.88,Yes
CUST00757,Male,0,No,No,60,No,Yes,Fiber optic,No,No,No,No internet service,Yes,No internet service,One year,Yes,Credit card (automatic),49.34,2937.5,No
CUST00758,Male,0,Yes,No,53,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,No,No internet service,One year,Yes,Electronic check,101.91,5358.57,No
CUST00759,Male,0,Yes,No,67,No,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,27.0,1819.72,No
CUST00760,Female,0,Yes,Yes,0,Yes,No phone service,DSL,No internet service,Yes,Yes,No internet service,Yes,No,One year,Yes,Credit card (automatic),99.12,0.0,No
CUST00761,Female,0,No,Yes,54,Yes,No phone service,No,No internet service,No,Yes,No internet service,No,No internet service,Two year,No,Credit card (automatic),80.19,4424.95,No
CUST00762,Male,0,Yes,No,2,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Two year,Yes,Credit card (automatic),77.3,82.72,No
CUST00763,Female,0,No,No,37,No,No,No,No internet service,No internet service,Yes,No internet service,Yes,No,Two year,No,Electronic check,65.84,2450.27,No
CUST00764,Male,0,Yes,Yes,0,Yes,Yes,DSL,Yes,No internet service,No internet service,Yes,No internet service,No,Two year,Yes,Credit card (automatic),47.7,7.51,No
CUST00765,Male,0,Yes,Yes,37,Yes,No,No,No,No internet service,No internet service,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),66.41,2460.24,No
CUST00766,Male,0,No,Yes,28,No,Yes,DSL,Yes,Yes,No,No internet service,No,No internet service,Two year,Yes,Mailed check,65.0,1894.17,No
CUST00767,Female,0,Yes,Yes,4,No,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),78.38,179.21,Yes
CUST00768,Female,0,Yes,No,20,No,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,No internet service,Two year,No,Credit card (automatic),48.16,983.79,No
CUST00769,Male,0,No,Yes,70,No,No,No,No,Yes,Yes,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),27.76,1929.53,No
CUST00770,Male,0,No,No,66,Yes,No phone service,DSL,Yes,No internet service,No,Yes,No internet service,No,Two year,Yes,Credit card (automatic),34.51,2306.86,No
CUST00771,Male,1,No,No,46,No,No,Fiber optic,No internet service,No,No,No,No,No,Two year,Yes,Electronic check,89.92,4139.05,No
CUST00772,Male,0,No,No,34,Yes,Yes,DSL,No internet service,No internet service,Yes,Yes,No internet service,No,Month-to-month,Yes,Electronic check,22.25,752.75,No
CUST00773,Female,0,No,Yes,67,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No internet service,One year,No,Electronic check,105.64,7017.51,No
CUST00774,Female,0,Yes,Yes,68,No,No,Fiber optic,Yes,Yes,No internet service,No,Yes,Yes,One year,No,Credit card (automatic),89.44,6048.26,No
CUST00775,Male,0,No,No,0,Yes,Yes,DSL,Yes,No internet service,No,Yes,No,Yes,One year,No,Mailed check,96.81,156.58,Yes
CUST00776,Male,0,Yes,No,67,No,Yes,Fiber optic,Yes,Yes,No,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,103.6,6970.86,Yes
CUST00777,Female,1,Yes,No,11,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,Yes,Yes,One year,Yes,Credit card (automatic),32.27,407.6,No
CUST00778,Female,0,Yes,Yes,59,No,No,Fiber optic,No,No internet service,Yes,No internet service,No,No,One year,No,Mailed check,102.25,6015.16,No
CUST00779,Male,0,No,No,26,Yes,No,DSL,No,Yes,No internet service,No internet service,Yes,No,Month-to-month,Yes,Mailed check,70.46,1789.18,No
CUST00780,Male,0,No,Yes,55,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,No,Yes,One year,No,Credit card (automatic),108.55,6009.07,No
CUST00781,Male,0,Yes,No,22,No,Yes,DSL,No internet service,No internet service,Yes,Yes,No internet service,No,One year,No,Electronic check,108.66,2295.33,No
CUST00782,Female,0,No,No,24,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No internet service,Yes,One year,No,Credit card (automatic),22.42,505.54,No
CUST00783,Female,0,No,No,20,Yes,No phone service,Fiber optic,No,Yes,No internet service,No internet service,Yes,No,Month-to-month,No,Electronic check,58.29,1148.07,No
CUST00784,Female,0,No,Yes,60,Yes,No,No,No internet service,Yes,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,72.64,4405.65,No
CUST00785,Male,0,No,Yes,62,No,No phone service,No,Yes,No internet service,No,Yes,Yes,No,One year,No,Mailed check,87.84,5466.77,No
CUST00786,Male,0,Yes,No,51,Yes,Yes,No,Yes,Yes,No,No,No,Yes,One year,Yes,Mailed check,48.62,2455.98,No
CUST00787,Female,0,Yes,Yes,24,No,No phone service,DSL,No internet service,No internet service,No,Yes,No internet service,No,Month-to-month,No,Electronic check,45.21,1103.49,No
CUST00788,Female,0,No,No,54,Yes,Yes,DSL,No,No internet service,No internet service,Yes,Yes,No,One year,No,Electronic check,58.13,3123.86,No
CUST00789,Male,0,Yes,Yes,45,No,No,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,70.09,3207.55,No
CUST00790,Female,0,No,Yes,31,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,Yes,One year,No,Bank transfer (automatic),115.11,3580.22,No
CUST00791,Female,0,No,Yes,54,No,Yes,Fiber optic,Yes,No internet service,Yes,Yes,No,No internet service,Month-to-month,Yes,Electronic check,96.21,5282.16,Yes
CUST00792,Male,0,Yes,No,4,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,62.93,237.83,No
CUST00793,Female,0,Yes,Yes,35,Yes,No,DSL,Yes,No internet service,Yes,No internet service,Yes,No,Two year,Yes,Electronic check,25.44,951.67,No
CUST00794,Male,1,Yes,Yes,48,No,No,Fiber optic,No,No,Yes,No internet service,No,Yes,Month-to-month,Yes,Mailed check,36.85,1773.32,No
CUST00795,Male,0,No,No,57,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),65.59,3703.77,No
CUST00796,Male,0,Yes,No,38,No,No phone service,No,Yes,No internet service,No internet service,No internet service,Yes,No,One year,Yes,Electronic check,101.38,3982.52,No
CUST00797,Male,0,No,No,60,No,Yes,Fiber optic,No,Yes,Yes,No internet service,Yes,No,Month-to-month,Yes,Electronic check,58.07,3549.69,No
CUST00798,Male,0,Yes,No,8,No,No phone service,Fiber optic,No,No internet service,Yes,No internet service,No,No,Month-to-month,No,Electronic check,73.85,602.52,Yes
CUST00799,Male,0,Yes,Yes,5,Yes,No phone service,Fiber optic,No,No,Yes,No,No internet service,No internet service,One year,Yes,Credit card (automatic),109.18,584.2,No
CUST00800,Male,0,No,Yes,34,No,No phone service,DSL,Yes,No,No internet service,No,No,No internet service,One year,Yes,Credit card (automatic),111.38,3732.82,No
CUST00801,Female,1,No,Yes,38,Yes,Yes,No,No internet service,No,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,41.58,1527.7,No
CUST00802,Male,0,No,Yes,21,No,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,No,One year,Yes,Electronic check,24.36,567.26,No
CUST00803,Male,0,No,Yes,40,Yes,No,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),50.54,2021.84,No
CUST00804,Female,0,No,No,4,Yes,Yes,No,Yes,Yes,No,Yes,No internet service,No internet service,One year,No,Credit card (automatic),89.58,350.53,Yes
CUST00805,Female,1,No,Yes,41,Yes,No,Fiber optic,No,No,No,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),115.11,4705.11,Yes
CUST00806,Female,0,No,Yes,66,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,27.7,1835.8,No
CUST00807,Male,1,No,Yes,29,Yes,No,Fiber optic,Yes,No,Yes,No,No internet service,Yes,One year,Yes,Electronic check,22.85,649.94,No
CUST00808,Female,0,Yes,No,56,No,No,DSL,Yes,No,No,No internet service,No,No,Two year,Yes,Electronic check,108.41,5969.35,No
CUST00809,Male,1,No,No,28,Yes,No phone service,DSL,No internet service,No,No,No,No internet service,No,Two year,Yes,Electronic check,94.81,2725.47,No
CUST00810,Male,0,No,Yes,36,Yes,No,Fiber optic,No internet service,No internet service,No,No,No,No internet service,Two year,No,Mailed check,119.22,4286.39,No
CUST00811,Male,1,Yes,No,12,Yes,Yes,No,Yes,No internet service,Yes,No,No,No,One year,No,Mailed check,59.68,807.74,No
CUST00812,Male,0,No,No,31,Yes,Yes,DSL,No internet service,No,No,No internet service,No,No,Month-to-month,No,Mailed check,61.61,1821.8,No
CUST00813,Female,1,Yes,No,45,No,Yes,No,No,Yes,No,Yes,No,No internet service,One year,No,Bank transfer (automatic),37.23,1587.04,No
CUST00814,Female,0,Yes,No,22,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),31.58,680.99,No
CUST00815,Male,0,No,No,44,Yes,No,DSL,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,77.87,3475.16,No
CUST00816,Male,0,Yes,No,16,No,No,Fiber optic,No,No,No,No,No internet service,No internet service,Two year,Yes,Credit card (automatic),56.43,841.9,No
CUST00817,Male,0,No,No,65,Yes,No phone service,No,No,Yes,No internet service,No,No internet service,Yes,Two year,No,Mailed check,28.03,1759.03,No
CUST00818,Female,0,Yes,Yes,5,Yes,No,Fiber optic,No,No,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,108.7,562.1,Yes
CUST00819,Male,0,Yes,Yes,17,Yes,No,Fiber optic,No internet service,Yes,Yes,Yes,No,No internet service,Month-to-month,Yes,Electronic check,39.84,661.64,No
CUST00820,Male,0,Yes,No,21,Yes,No,DSL,Yes,No internet service,No internet service,Yes,Yes,No,Two year,No,Bank transfer (automatic),94.86,2019.26,No
CUST00821,Female,0,No,Yes,32,No,No phone service,Fiber optic,No internet service,No,No internet service,Yes,Yes,No,Two year,Yes,Credit card (automatic),48.22,1528.29,No
CUST00822,Female,1,No,Yes,29,No,Yes,Fiber optic,No,No,No internet service,No internet service,No internet service,No,One year,Yes,Bank transfer (automatic),101.29,2956.67,No
CUST00823,Male,0,Yes,No,31,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,No internet service,Yes,Two year,Yes,Mailed check,31.84,1055.35,No
CUST00824,Female,1,Yes,Yes,41,No,No phone service,DSL,No,Yes,No,No internet service,Yes,No internet service,One year,No,Credit card (automatic),95.61,3859.13,No
CUST00825,Female,0,No,No,9,No,No phone service,No,No internet service,Yes,No,Yes,No,No internet service,Two year,No,Mailed check,29.81,327.53,No
CUST00826,Male,0,No,No,35,Yes,No phone service,No,No internet service,No,No internet service,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),64.69,2178.94,No
CUST00827,Female,0,Yes,No,33,No,Yes,Fiber optic,No,No internet service,No,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),93.4,3112.67,Yes
CUST00828,Male,0,Yes,Yes,27,Yes,No,DSL,No internet service,No internet service,No internet service,No,Yes,No,Two year,Yes,Electronic check,37.32,1078.6,No
CUST00829,Female,0,No,Yes,10,No,No phone service,Fiber optic,Yes,Yes,No internet service,No,Yes,Yes,One year,No,Credit card (automatic),48.57,459.5,No
CUST00830,Male,0,No,Yes,38,No,Yes,No,No internet service,No internet service,Yes,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),106.48,4078.47,No
CUST00831,Male,0,No,Yes,46,No,No phone service,DSL,No internet service,Yes,No internet service,No internet service,No,Yes,One year,Yes,Electronic check,108.51,4967.11,No
CUST00832,Male,0,No,No,18,Yes,No phone service,No,Yes,No internet service,No,Yes,No internet service,Yes,Two year,No,Credit card (automatic),24.49,470.09,No
CUST00833,Female,1,No,No,14,No,No phone service,No,No,No,No internet service,No internet service,Yes,No internet service,Two year,No,Mailed check,36.81,402.42,No
CUST00834,Male,1,Yes,Yes,27,Yes,No phone service,DSL,Yes,Yes,Yes,No internet service,No,No,Month-to-month,No,Mailed check,31.75,865.36,No
CUST00835,Female,0,No,No,23,Yes,No phone service,DSL,No internet service,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),37.97,893.08,No
CUST00836,Male,0,Yes,No,71,No,Yes,Fiber optic,No,No,Yes,No,No internet service,No internet service,Two year,No,Mailed check,117.02,8375.65,No
CUST00837,Male,0,No,Yes,8,Yes,No,Fiber optic,No internet service,No internet service,Yes,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),75.17,647.62,Yes
CUST00838,Female,0,Yes,No,46,No,No,No,No internet service,No,No internet service,Yes,Yes,No internet service,One year,Yes,Electronic check,66.81,3065.2,No
CUST00839,Male,0,No,Yes,32,Yes,No,DSL,Yes,No,Yes,No,No internet service,No internet service,One year,Yes,Bank transfer (automatic),118.45,3803.8,No
CUST00840,Male,0,No,No,61,Yes,No,DSL,Yes,No internet service,Yes,No,No,No internet service,Two year,No,Electronic check,75.7,4545.39,No
CUST00841,Female,0,Yes,Yes,18,No,Yes,Fiber optic,No,No internet service,No,No internet service,No internet service,Yes,One year,No,Bank transfer (automatic),86.11,1632.18,No
CUST00842,Male,1,Yes,No,66,No,Yes,No,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),53.28,3551.04,No
CUST00843,Male,0,No,No,39,No,Yes,No,No,No,No internet service,Yes,No internet service,Yes,One year,Yes,Electronic check,58.21,2177.14,No
CUST00844,Male,0,No,Yes,46,No,No phone service,Fiber optic,No internet service,No,No internet service,Yes,Yes,No internet service,Two year,Yes,Mailed check,79.44,3666.54,No
CUST00845,Male,0,No,Yes,64,Yes,No phone service,DSL,Yes,Yes,No internet service,No,Yes,No,One year,Yes,Mailed check,26.98,1742.84,No
CUST00846,Female,0,No,Yes,28,Yes,No phone service,Fiber optic,Yes,No,Yes,No internet service,No,Yes,One year,No,Mailed check,45.59,1237.82,No
CUST00847,Female,0,No,Yes,49,Yes,No,Fiber optic,Yes,Yes,No,No internet service,No,No,Month-to-month,Yes,Mailed check,39.68,1949.16,No
CUST00848,Male,1,Yes,No,12,No,No phone service,Fiber optic,No,No,No internet service,No,No internet service,No internet service,Month-to-month,No,Electronic check,21.59,215.36,No
CUST00849,Female,0,Yes,No,0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),73.69,0.0,Yes
CUST00850,Male,1,No,Yes,33,No,No phone service,DSL,Yes,No,No internet service,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),76.11,2480.96,No
CUST00851,Female,0,Yes,No,47,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,No,No,Month-to-month,No,Electronic check,58.39,2752.91,No
CUST00852,Male,0,Yes,Yes,47,No,No phone service,DSL,No,No,No,No internet service,No,Yes,Month-to-month,No,Mailed check,46.87,2249.31,No
CUST00853,Male,0,Yes,Yes,48,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No,No internet service,Yes,Two year,No,Mailed check,85.21,4093.57,No
CUST00854,Male,0,No,No,63,Yes,Yes,No,No,No internet service,No,Yes,Yes,Yes,Two year,Yes,Electronic check,33.47,2155.51,No
CUST00855,Male,1,Yes,No,60,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),71.86,4344.04,No
CUST00856,Male,1,No,Yes,28,Yes,No phone service,No,Yes,Yes,No internet service,Yes,No internet service,No,Two year,Yes,Electronic check,96.81,2658.91,No
CUST00857,Male,0,Yes,Yes,38,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,36.43,1416.4,No
CUST00858,Female,0,No,Yes,25,Yes,No,Fiber optic,No,No,Yes,No,Yes,No internet service,Two year,Yes,Credit card (automatic),95.33,2416.69,No
CUST00859,Male,0,Yes,No,16,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No,Yes,One year,Yes,Electronic check,96.08,1624.37,No
CUST00860,Female,1,No,No,70,No,Yes,DSL,Yes,Yes,No internet service,Yes,No internet service,No,Two year,Yes,Credit card (automatic),25.99,1839.83,No
CUST00861,Male,0,No,No,12,No,No,No,No internet service,No internet service,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),21.88,200.83,No
CUST00862,Female,0,Yes,No,68,Yes,No phone service,DSL,No,Yes,No internet service,Yes,No internet service,No,Two year,No,Electronic check,117.39,7954.82,No
CUST00863,Female,0,No,Yes,25,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,No,Electronic check,39.34,890.87,No
CUST00864,Female,0,No,Yes,48,Yes,No phone service,Fiber optic,Yes,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,102.21,4931.6,Yes
CUST00865,Male,0,No,Yes,66,Yes,No phone service,No,No internet service,Yes,Yes,No,No internet service,Yes,Two year,Yes,Electronic check,76.19,5111.24,No
CUST00866,Male,0,No,Yes,6,Yes,No,Fiber optic,Yes,No,No,Yes,No internet service,Yes,Two year,Yes,Mailed check,46.45,159.14,No
CUST00867,Female,1,No,Yes,57,Yes,Yes,DSL,No,No,No internet service,No,No internet service,Yes,One year,No,Mailed check,33.0,1965.81,No
CUST00868,Male,0,No,Yes,48,No,No,Fiber optic,No,No,No,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,69.67,3369.02,No
CUST00869,Female,0,No,No,52,No,No phone service,No,Yes,No internet service,No internet service,No,No,No internet service,Two year,No,Bank transfer (automatic),60.74,3104.65,No
CUST00870,Male,1,No,No,64,No,No,Fiber optic,Yes,No internet service,Yes,No,No internet service,No,One year,No,Credit card (automatic),89.89,5765.79,No
CUST00871,Female,0,Yes,Yes,61,Yes,No,No,No internet service,No,No,Yes,No internet service,No,Month-to-month,No,Mailed check,110.42,6683.4,Yes
CUST00872,Female,1,Yes,Yes,16,Yes,No phone service,No,No internet service,No internet service,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,100.52,1630.34,Yes
CUST00873,Male,0,No,No,42,Yes,Yes,Fiber optic,No,Yes,No,No,No internet service,No internet service,Two year,Yes,Electronic check,47.45,1996.07,No
CUST00874,Female,0,No,No,24,No,No,DSL,No internet service,No,No internet service,No,Yes,No internet service,Two year,Yes,Mailed check,107.89,2605.83,No
CUST00875,Male,1,Yes,No,2,No,No phone service,Fiber optic,No internet service,No,No,No,No,No internet service,Two year,No,Mailed check,103.34,160.73,No
CUST00876,Female,0,Yes,No,28,Yes,No phone service,DSL,No,No internet service,No,No internet service,No,No,Two year,Yes,Electronic check,112.91,3122.81,No
